82.0,1613.0,192.538
19.0,1431.0,128.522
15.0,1613.0,159.154
79.0,1585.0,2.846
56.0,1585.0,90.692
35.0,1671.0,13.214
59.0,1585.0,51.615
81.0,1585.0,9.462
66.0,1671.0,56.234
87.0,1585.0,40.923
26.0,1585.0,32.846
55.0,1676.0,131.923
57.0,1613.0,23.308
33.0,1585.0,89.769
28.0,1671.0,22.793
11.0,1613.0,173.077
62.0,1585.0,84.846
49.0,1613.0,117.308
36.0,1676.0,94.462
80.0,1613.0,159.846
43.0,1613.0,192.385
77.0,1676.0,41.615
87.0,1613.0,190.077
62.0,1613.0,191.385
95.0,1676.0,44.923
27.0,1431.0,114.399
54.0,1676.0,105.154
90.0,1431.0,29.097
46.0,1585.0,108.692
22.0,1585.0,5.077
68.0,1676.0,36.462
52.0,1671.0,24.643
89.0,1676.0,137.077
41.0,1613.0,90.923
29.0,1676.0,117.846
57.0,1676.0,37.0
68.0,1613.0,38.692
0.0,1585.0,28.538
9.0,1671.0,53.786
98.0,1613.0,51.385
99.0,1585.0,118.769
78.0,1671.0,100.066
44.0,1431.0,84.401
63.0,1431.0,61.978
85.0,1585.0,5.154
36.0,1613.0,191.385
10.0,1676.0,48.923
41.0,1585.0,116.385
82.0,1585.0,100.462
32.0,1676.0,154.538
27.0,1676.0,50.769
28.0,1585.0,13.154
53.0,1431.0,74.868
75.0,1676.0,154.385
11.0,1671.0,45.663
1.0,1676.0,118.385
83.0,1613.0,8.462
23.0,1676.0,133.231
71.0,1676.0,163.231
94.0,1613.0,150.308
52.0,1676.0,67.385
51.0,1613.0,33.769
14.0,1431.0,143.409
49.0,1676.0,84.154
13.0,1585.0,80.769
40.0,1671.0,14.045
76.0,1676.0,148.0
54.0,1585.0,23.692
6.0,1671.0,58.372
16.0,1671.0,37.288
92.0,1613.0,84.077
98.0,1431.0,23.428
79.0,1676.0,59.385
44.0,1676.0,107.462
43.0,1431.0,89.776
40.0,1431.0,90.085
74.0,1676.0,103.0
18.0,1671.0,31.372
45.0,1676.0,112.462
93.0,1431.0,31.115
77.0,1671.0,93.624
48.0,1671.0,26.849
9.0,1431.0,153.551
17.0,1585.0,149.154
9.0,1585.0,124.538
96.0,1671.0,185.574
99.0,1671.0,196.7
67.0,1676.0,86.769
85.0,1676.0,0.462
31.0,1585.0,100.846
42.0,1613.0,161.0
73.0,1676.0,40.308
49.0,1431.0,75.541
69.0,1585.0,1.769
96.0,1613.0,12.923
60.0,1671.0,41.911
32.0,1613.0,88.769
42.0,1431.0,85.865
91.0,1613.0,184.154
12.0,1613.0,183.077
8.0,1431.0,157.622
29.0,1613.0,7.154
76.0,1431.0,46.1
7.0,1585.0,110.308
40.0,1613.0,38.0
3.0,1613.0,138.538
54.0,1671.0,31.849
14.0,1671.0,43.278
7.0,1671.0,54.583
20.0,1671.0,29.029
5.0,1431.0,163.62
60.0,1613.0,193.077
87.0,1671.0,137.438
47.0,1585.0,168.692
97.0,1585.0,85.846
23.0,1613.0,65.538
20.0,1676.0,154.615
97.0,1431.0,27.937
70.0,1585.0,185.385
76.0,1585.0,112.769
66.0,1676.0,11.0
63.0,1676.0,177.769
47.0,1676.0,135.308
30.0,1676.0,100.308
85.0,1671.0,125.868
25.0,1613.0,176.846
7.0,1431.0,150.207
33.0,1671.0,20.356
43.0,1671.0,22.584
10.0,1671.0,52.678
45.0,1613.0,157.077
49.0,1585.0,103.462
56.0,1613.0,70.923
85.0,1431.0,35.35
90.0,1585.0,95.0
37.0,1431.0,103.522
96.0,1585.0,58.538
11.0,1585.0,155.154
99.0,1431.0,25.334
58.0,1613.0,29.0
78.0,1613.0,29.231
95.0,1585.0,98.615
75.0,1671.0,91.222
38.0,1431.0,94.662
53.0,1585.0,126.385
60.0,1676.0,77.923
58.0,1431.0,68.145
94.0,1585.0,179.769
21.0,1676.0,58.154
69.0,1431.0,50.144
78.0,1585.0,68.154
2.0,1431.0,165.945
36.0,1431.0,99.296
19.0,1613.0,6.846
56.0,1431.0,69.712
31.0,1671.0,21.371
79.0,1671.0,105.0
71.0,1671.0,77.438
44.0,1585.0,52.846
25.0,1671.0,24.856
12.0,1585.0,33.385
40.0,1585.0,56.077
12.0,1676.0,26.769
28.0,1613.0,98.308
13.0,1676.0,29.231
90.0,1676.0,13.154
16.0,1431.0,134.751
92.0,1676.0,9.769
47.0,1613.0,107.077
22.0,1613.0,38.923
30.0,1585.0,57.692
89.0,1431.0,33.619
10.0,1585.0,40.769
69.0,1671.0,62.357
61.0,1585.0,182.615
31.0,1676.0,35.846
83.0,1585.0,72.308
66.0,1613.0,153.769
52.0,1613.0,169.615
1.0,1671.0,74.115
64.0,1431.0,56.886
3.0,1585.0,100.308
12.0,1431.0,140.623
15.0,1431.0,142.623
62.0,1431.0,61.683
81.0,1676.0,69.769
38.0,1676.0,177.0
4.0,1613.0,53.0
17.0,1671.0,29.633
26.0,1613.0,70.846
31.0,1613.0,181.846
37.0,1676.0,160.846
59.0,1671.0,38.851
64.0,1671.0,54.486
86.0,1676.0,170.769
47.0,1671.0,18.809
77.0,1613.0,131.462
53.0,1676.0,99.308
1.0,1613.0,18.077
8.0,1671.0,55.788
12.0,1671.0,42.241
16.0,1585.0,50.538
22.0,1431.0,124.819
32.0,1431.0,104.733
68.0,1431.0,50.764
88.0,1613.0,34.538
70.0,1431.0,52.338
16.0,1676.0,72.923
32.0,1585.0,31.0
37.0,1585.0,49.846
52.0,1585.0,6.231
27.0,1671.0,23.721
72.0,1431.0,49.969
6.0,1585.0,162.769
30.0,1671.0,15.418
83.0,1431.0,34.651
71.0,1431.0,48.546
72.0,1613.0,164.077
67.0,1671.0,56.448
70.0,1613.0,52.538
59.0,1613.0,190.692
55.0,1431.0,74.316
39.0,1671.0,16.152
19.0,1671.0,33.504
46.0,1613.0,81.923
70.0,1676.0,93.769
80.0,1676.0,116.615
73.0,1431.0,50.605
10.0,1613.0,10.077
17.0,1676.0,177.462
51.0,1585.0,83.231
93.0,1676.0,143.462
64.0,1585.0,10.077
16.0,1613.0,108.923
57.0,1585.0,100.308
81.0,1671.0,108.549
41.0,1431.0,87.768
84.0,1671.0,120.473
95.0,1613.0,68.692
9.0,1613.0,20.923
89.0,1613.0,5.615
34.0,1613.0,23.615
9.0,1676.0,80.308
74.0,1671.0,80.961
19.0,1585.0,5.0
75.0,1585.0,32.769
39.0,1676.0,23.231
24.0,1671.0,21.764
46.0,1671.0,19.363
53.0,1671.0,28.849
82.0,1431.0,42.273
46.0,1431.0,88.795
6.0,1613.0,75.077
53.0,1613.0,89.077
82.0,1671.0,110.464
69.0,1613.0,116.769
11.0,1431.0,145.852
26.0,1671.0,22.142
84.0,1676.0,122.769
3.0,1431.0,163.389
84.0,1585.0,133.923
66.0,1585.0,42.154
1.0,1585.0,169.923
39.0,1431.0,92.116
92.0,1431.0,25.695
34.0,1676.0,187.538
74.0,1585.0,96.615
86.0,1431.0,33.671
8.0,1613.0,91.615
4.0,1585.0,175.077
30.0,1431.0,113.537
71.0,1613.0,164.923
64.0,1676.0,134.077
73.0,1671.0,74.993
85.0,1613.0,90.538
47.0,1431.0,78.263
15.0,1585.0,172.692
60.0,1585.0,108.154
37.0,1613.0,192.923
81.0,1613.0,160.538
59.0,1431.0,68.183
5.0,1671.0,66.454
55.0,1671.0,37.643
44.0,1671.0,19.65
80.0,1431.0,35.158
57.0,1431.0,69.222
90.0,1613.0,129.692
52.0,1431.0,74.915
5.0,1585.0,94.154
65.0,1613.0,129.769
21.0,1613.0,153.692
61.0,1431.0,60.402
0.0,1676.0,80.385
88.0,1671.0,137.713
51.0,1671.0,23.029
8.0,1676.0,160.0
20.0,1585.0,173.385
71.0,1585.0,15.923
4.0,1676.0,123.538
97.0,1671.0,184.889
62.0,1676.0,106.846
70.0,1671.0,71.051
74.0,1431.0,48.056
67.0,1613.0,156.385
55.0,1585.0,127.923
28.0,1676.0,37.385
84.0,1613.0,135.077
50.0,1676.0,176.769
20.0,1431.0,133.407
98.0,1585.0,85.923
7.0,1613.0,118.0
36.0,1671.0,21.634
13.0,1671.0,45.013
15.0,1671.0,41.336
60.0,1431.0,68.136
49.0,1671.0,26.483
39.0,1585.0,112.692
87.0,1676.0,67.308
72.0,1585.0,63.923
50.0,1431.0,80.051
58.0,1585.0,133.077
0.0,1671.0,78.064
29.0,1671.0,21.959
24.0,1613.0,52.538
25.0,1585.0,79.077
32.0,1671.0,17.116
65.0,1676.0,99.846
89.0,1671.0,147.481
50.0,1671.0,27.509
26.0,1431.0,113.315
6.0,1431.0,156.506
35.0,1431.0,99.184
26.0,1676.0,36.692
0.0,1431.0,166.7
50.0,1613.0,72.077
24.0,1585.0,112.385
14.0,1676.0,131.0
91.0,1671.0,155.598
94.0,1671.0,172.423
61.0,1613.0,61.462
92.0,1585.0,88.923
34.0,1671.0,19.788
91.0,1676.0,176.231
91.0,1585.0,29.692
91.0,1431.0,33.589
4.0,1431.0,165.648
89.0,1585.0,6.308
72.0,1676.0,100.692
81.0,1431.0,34.908
98.0,1671.0,192.098
48.0,1585.0,93.0
90.0,1671.0,152.643
2.0,1676.0,18.692
24.0,1676.0,145.0
38.0,1585.0,80.769
65.0,1431.0,54.81
86.0,1671.0,136.256
37.0,1671.0,20.546
21.0,1671.0,29.148
67.0,1431.0,57.198
34.0,1431.0,104.986
